Date;Year;Month;Area;Area.Type;Variable;Variable.Type;Generation (GWh);YoY change (%);YoY change (GWh);Cumul. Generation (GWh);Cumul. YoY change (%);Cumul. YoY change (GWh);;
dic-19;2019;12;Romania;EU Country;Production;Production;5202;-6;-338;58655;-8;-4894;;
dic-19;2019;12;Romania;EU Country;Net imports;Net imports;151;0;0;1535;-160;4098;;
dic-19;2019;12;Romania;EU Country;Statistical difference;Statistical difference;-4;-167;-10;-105;737;-92;;
dic-19;2019;12;Romania;EU Country;Gas;Fossil;1085;-21;-293;9321;-13;-1391;;
dic-19;2019;12;Romania;EU Country;Hard Coal;Fossil;94;-28;-36;1146;-4;-42;;
dic-19;2019;12;Romania;EU Country;Lignite;Fossil;1053;-21;-279;12711;-13;-1904;;
dic-19;2019;12;Romania;EU Country;Bioenergy;Renewables;42;11;4;432;23;81;;
dic-19;2019;12;Romania;EU Country;Hydro;Renewables;1081;9;86;15708;-11;-2009;;
dic-19;2019;12;Romania;EU Country;Solar;Renewables;48;42;14;1372;2;25;;
dic-19;2019;12;Romania;EU Country;Wind;Renewables;745;23;140;6680;7;445;;
dic-19;2019;12;Romania;EU Country;Nuclear;Nuclear;1055;3;26;11284;-1;-99;;
dic-19;2019;12;Slovakia;EU Country;Demand;Demand;2581;-2;-65;29038;-2;-474;;
dic-19;2019;12;Slovakia;EU Country;Production;Production;2465;3;76;27658;4;1061;;
dic-19;2019;12;Slovakia;EU Country;Net imports;Net imports;127;-55;-153;1647;-55;-1987;;
dic-19;2019;12;Slovakia;EU Country;Statistical difference;Statistical difference;-10;-54;12;-267;-63;451;;
dic-19;2019;12;Slovakia;EU Country;Gas;Fossil;246;71;102;2697;90;1276;;
dic-19;2019;12;Slovakia;EU Country;Hard Coal;Fossil;30;-58;-42;379;-54;-437;;
dic-19;2019;12;Slovakia;EU Country;Lignite;Fossil;128;-14;-22;1261;-6;-86;;
dic-19;2019;12;Slovakia;EU Country;Other fossil;Fossil;160;-18;-35;1778;-48;-1619;;
dic-19;2019;12;Slovakia;EU Country;Bioenergy;Renewables;91;28;20;822;37;221;;
dic-19;2019;12;Slovakia;EU Country;Hydro;Renewables;308;10;28;4307;30;982;;
dic-19;2019;12;Slovakia;EU Country;Other renewables;Renewables;47;-3;-1;544;48;177;;
dic-19;2019;12;Slovakia;EU Country;Solar;Renewables;13;40;4;520;4;20;;
dic-19;2019;12;Slovakia;EU Country;Wind;Renewables;0;Inf;0;4;Inf;4;;
dic-19;2019;12;Slovakia;EU Country;Nuclear;Nuclear;1442;2;21;15347;4;522;;
dic-19;2019;12;Slovenia;EU Country;Demand;Demand;1222;-3;-41;14143;-2;-237;;
dic-19;2019;12;Slovenia;EU Country;Production;Production;1421;23;261;14663;-2;-244;;
dic-19;2019;12;Slovenia;EU Country;Net imports;Net imports;-189;-277;-295;-408;-4;15;;
dic-19;2019;12;Slovenia;EU Country;Statistical difference;Statistical difference;-11;193;-7;-112;7;-8;;
dic-19;2019;12;Slovenia;EU Country;Gas;Fossil;39;0;0;358;27;76;;
dic-19;2019;12;Slovenia;EU Country;Lignite;Fossil;344;4;15;4020;-3;-131;;
dic-19;2019;12;Slovenia;EU Country;Other fossil;Fossil;0;;0;0;429;0;;
dic-19;2019;12;Slovenia;EU Country;Bioenergy;Renewables;8;6;0;90;16;12;;
dic-19;2019;12;Slovenia;EU Country;Hydro;Renewables;500;99;248;4339;-5;-228;;
dic-19;2019;12;Slovenia;EU Country;Solar;Renewables;8;17;1;245;0;0;;
dic-19;2019;12;Slovenia;EU Country;Wind;Renewables;1;18;0;5;0;0;;
dic-19;2019;12;Slovenia;EU Country;Nuclear;Nuclear;514;-1;-3;5532;1;44;;
dic-19;2019;12;Slovenia;EU Country;Waste;Waste;7;-6;0;74;-19;-18;;
dic-19;2019;12;Spain;EU Country;Demand;Demand;20751;-2;-517;249987;-2;-4611;;
dic-19;2019;12;Spain;EU Country;Production;Production;21108;3;567;246489;0;366;;
dic-19;2019;12;Spain;EU Country;Net imports;Net imports;449;-52;-490;6862;-38;-4240;;
dic-19;2019;12;Spain;EU Country;Statistical difference;Statistical difference;-805;280;-594;-3364;28;-737;;
dic-19;2019;12;Spain;EU Country;Gas;Fossil;4892;-4;-188;77069;51;26097;;
dic-19;2019;12;Spain;EU Country;Hard Coal;Fossil;415;-84;-2249;10570;-67;-21778;;
dic-19;2019;12;Spain;EU Country;Lignite;Fossil;0;-100;-217;522;-83;-2569;;
dic-19;2019;12;Spain;EU Country;Other fossil;Fossil;178;-25;-59;2559;-13;-381;;
dic-19;2019;12;Spain;EU Country;Bioenergy;Renewables;243;-1;-4;2922;-1;-29;;
dic-19;2019;12;Spain;EU Country;Hydro;Renewables;5008;86;2318;26704;-26;-9427;;
dic-19;2019;12;Spain;EU Country;Other renewables;Renewables;72;2;1;859;0;2;;
dic-19;2019;12;Spain;EU Country;Solar;Renewables;593;13;66;14425;20;2401;;
dic-19;2019;12;Spain;EU Country;Wind;Renewables;5143;19;830;52383;7;3470;;
dic-19;2019;12;Spain;EU Country;Nuclear;Nuclear;4363;2;81;55959;5;2682;;
dic-19;2019;12;Spain;EU Country;Waste;Waste;201;-6;-13;2516;-4;-101;;
dic-19;2019;12;Sweden;EU Country;Demand;Demand;13176;-4;-601;136412;-1;-1742;;
dic-19;2019;12;Sweden;EU Country;Production;Production;15425;0;38;158441;4;5905;;
dic-19;2019;12;Sweden;EU Country;Net imports;Net imports;-2425;35;-625;-25956;53;-8985;;
dic-19;2019;12;Sweden;EU Country;Statistical difference;Statistical difference;176;-7;-14;3927;52;1339;;
dic-19;2019;12;Sweden;EU Country;Bioenergy;Renewables;967;-25;-319;8994;8;660;;
dic-19;2019;12;Sweden;EU Country;Hydro;Renewables;6266;0;16;65529;6;3418;;
dic-19;2019;12;Sweden;EU Country;Wind;Renewables;2407;49;792;19503;20;3199;;
dic-19;2019;12;Sweden;EU Country;Nuclear;Nuclear;5785;-7;-452;64415;-2;-1373;;
ene-20;2020;1;Austria;EU Country;Demand;Demand;5991;-4;-234;5991;-4;-234;;
ene-20;2020;1;Austria;EU Country;Production;Production;4410;-17;-895;4410;-17;-895;;
ene-20;2020;1;Austria;EU Country;Net imports;Net imports;1067;101;536;1067;101;536;;
ene-20;2020;1;Austria;EU Country;Statistical difference;Statistical difference;514;32;125;514;32;125;;
ene-20;2020;1;Austria;EU Country;Gas;Fossil;1838;19;287;1838;19;287;;
ene-20;2020;1;Austria;EU Country;Hard Coal;Fossil;118;-33;-58;118;-33;-58;;
ene-20;2020;1;Austria;EU Country;Other fossil;Fossil;16;0;0;16;0;0;;
ene-20;2020;1;Austria;EU Country;Bioenergy;Renewables;154;-32;-72;154;-32;-72;;
ene-20;2020;1;Austria;EU Country;Hydro;Renewables;1744;-24;-538;1744;-24;-538;;
ene-20;2020;1;Austria;EU Country;Other renewables;Renewables;0;0;0;0;0;0;;
ene-20;2020;1;Austria;EU Country;Solar;Renewables;38;34;10;38;34;10;;
ene-20;2020;1;Austria;EU Country;Wind;Renewables;426;-55;-523;426;-55;-523;;
ene-20;2020;1;Austria;EU Country;Waste;Waste;74;0;0;74;0;0;;
ene-20;2020;1;Belgium;EU Country;Demand;Demand;7810;-5;-415;7810;-5;-415;;
ene-20;2020;1;Belgium;EU Country;Production;Production;7583;1;102;7583;1;102;;
ene-20;2020;1;Belgium;EU Country;Net imports;Net imports;262;-65;-487;262;-65;-487;;
ene-20;2020;1;Belgium;EU Country;Statistical difference;Statistical difference;-35;722;-31;-35;722;-31;;
ene-20;2020;1;Belgium;EU Country;Gas;Fossil;2311;-14;-373;2311;-14;-373;;
ene-20;2020;1;Belgium;EU Country;Other fossil;Fossil;534;-12;-70;534;-12;-70;;
ene-20;2020;1;Belgium;EU Country;Bioenergy;Renewables;258;0;1;258;0;1;;
ene-20;2020;1;Belgium;EU Country;Hydro;Renewables;26;3;1;26;3;1;;
ene-20;2020;1;Belgium;EU Country;Solar;Renewables;81;35;21;81;35;21;;
ene-20;2020;1;Belgium;EU Country;Wind;Renewables;1130;51;384;1130;51;384;;
ene-20;2020;1;Belgium;EU Country;Nuclear;Nuclear;3062;5;143;3062;5;143;;
ene-20;2020;1;Belgium;EU Country;Waste;Waste;182;-2;-5;182;-2;-5;;
ene-20;2020;1;Bulgaria;EU Country;Demand;Demand;3933;-5;-212;3933;-5;-212;;
ene-20;2020;1;Bulgaria;EU Country;Production;Production;3878;-15;-665;3878;-15;-665;;
ene-20;2020;1;Bulgaria;EU Country;Net imports;Net imports;90;-120;532;90;-120;532;;
ene-20;2020;1;Bulgaria;EU Country;Statistical difference;Statistical difference;-35;-183;-78;-35;-183;-78;;
ene-20;2020;1;Bulgaria;EU Country;Gas;Fossil;299;11;29;299;11;29;;
ene-20;2020;1;Bulgaria;EU Country;Hard Coal;Fossil;42;-20;-10;42;-20;-10;;
ene-20;2020;1;Bulgaria;EU Country;Lignite;Fossil;1570;-30;-686;1570;-30;-686;;
ene-20;2020;1;Bulgaria;EU Country;Bioenergy;Renewables;23;26;5;23;26;5;;
ene-20;2020;1;Bulgaria;EU Country;Hydro;Renewables;81;-61;-127;81;-61;-127;;
ene-20;2020;1;Bulgaria;EU Country;Solar;Renewables;84;91;40;84;91;40;;
ene-20;2020;1;Bulgaria;EU Country;Wind;Renewables;168;29;38;168;29;38;;
ene-20;2020;1;Bulgaria;EU Country;Nuclear;Nuclear;1608;3;46;1608;3;46;;
ene-20;2020;1;Bulgaria;EU Country;Waste;Waste;3;17;0;3;17;0;;
ene-20;2020;1;Cyprus;EU Country;Demand;Demand;399;0;0;399;0;0;;
ene-20;2020;1;Cyprus;EU Country;Production;Production;425;-5;-22;425;-5;-22;;
ene-20;2020;1;Cyprus;EU Country;Net imports;Net imports;0;;0;0;;0;;
ene-20;2020;1;Cyprus;EU Country;Statistical difference;Statistical difference;-26;-47;22;-26;-47;22;;
ene-20;2020;1;Cyprus;EU Country;Other fossil;Fossil;399;-4;-16;399;-4;-16;;
ene-20;2020;1;Cyprus;EU Country;Wind;Renewables;26;-19;-6;26;-19;-6;;
ene-20;2020;1;Czech Republic;EU Country;Demand;Demand;6393;-2;-135;6393;-2;-135;;
ene-20;2020;1;Czech Republic;EU Country;Production;Production;7294;-6;-461;7294;-6;-461;;
ene-20;2020;1;Czech Republic;EU Country;Net imports;Net imports;-814;-31;369;-814;-31;369;;
ene-20;2020;1;Czech Republic;EU Country;Statistical difference;Statistical difference;-87;99;-43;-87;99;-43;;
ene-20;2020;1;Czech Republic;EU Country;Gas;Fossil;623;16;87;623;16;87;;
ene-20;2020;1;Czech Republic;EU Country;Hard Coal;Fossil;178;-42;-131;178;-42;-131;;
ene-20;2020;1;Czech Republic;EU Country;Lignite;Fossil;3183;-5;-185;3183;-5;-185;;
ene-20;2020;1;Czech Republic;EU Country;Other fossil;Fossil;255;2;5;255;2;5;;
ene-20;2020;1;Czech Republic;EU Country;Bioenergy;Renewables;162;-12;-23;162;-12;-23;;
ene-20;2020;1;Czech Republic;EU Country;Hydro;Renewables;123;-28;-48;123;-28;-48;;
ene-20;2020;1;Czech Republic;EU Country;Other renewables;Renewables;208;3;6;208;3;6;;
ene-20;2020;1;Czech Republic;EU Country;Solar;Renewables;62;17;9;62;17;9;;
ene-20;2020;1;Czech Republic;EU Country;Wind;Renewables;68;-21;-18;68;-21;-18;;
ene-20;2020;1;Czech Republic;EU Country;Nuclear;Nuclear;2414;-7;-169;2414;-7;-169;;
ene-20;2020;1;Czech Republic;EU Country;Waste;Waste;19;38;5;19;38;5;;
ene-20;2020;1;Denmark;EU Country;Demand;Demand;3142;-1;-46;3142;-1;-46;;
ene-20;2020;1;Denmark;EU Country;Production;Production;3544;2;82;3544;2;82;;
ene-20;2020;1;Denmark;EU Country;Net imports;Net imports;-318;83;-144;-318;83;-144;;
ene-20;2020;1;Denmark;EU Country;Statistical difference;Statistical difference;-84;-17;17;-84;-17;17;;
ene-20;2020;1;Denmark;EU Country;Gas;Fossil;227;-42;-163;227;-42;-163;;
ene-20;2020;1;Denmark;EU Country;Hard Coal;Fossil;484;-39;-314;484;-39;-314;;
ene-20;2020;1;Denmark;EU Country;Other fossil;Fossil;22;-21;-6;22;-21;-6;;
ene-20;2020;1;Denmark;EU Country;Bioenergy;Renewables;477;-15;-84;477;-15;-84;;
ene-20;2020;1;Denmark;EU Country;Solar;Renewables;14;-17;-3;14;-17;-3;;
ene-20;2020;1;Denmark;EU Country;Wind;Renewables;2202;42;652;2202;42;652;;
ene-20;2020;1;Denmark;EU Country;Waste;Waste;118;1;1;118;1;1;;
ene-20;2020;1;Estonia;EU Country;Demand;Demand;773;-11;-94;773;-11;-94;;
ene-20;2020;1;Estonia;EU Country;Production;Production;381;-63;-635;381;-63;-635;;
ene-20;2020;1;Estonia;EU Country;Net imports;Net imports;397;-371;543;397;-371;543;;
ene-20;2020;1;Estonia;EU Country;Statistical difference;Statistical difference;-4;172;-2;-4;172;-2;;
ene-20;2020;1;Estonia;EU Country;Gas;Fossil;2;98;1;2;98;1;;
ene-20;2020;1;Estonia;EU Country;Other fossil;Fossil;202;-77;-685;202;-77;-685;;
ene-20;2020;1;Estonia;EU Country;Bioenergy;Renewables;48;-8;-4;48;-8;-4;;
ene-20;2020;1;Estonia;EU Country;Hydro;Renewables;1;-69;-2;1;-69;-2;;
ene-20;2020;1;Estonia;EU Country;Other renewables;Renewables;4;-28;-1;4;-28;-1;;
ene-20;2020;1;Estonia;EU Country;Solar;Renewables;1;47;0;1;47;0;;
ene-20;2020;1;Estonia;EU Country;Wind;Renewables;111;89;52;111;89;52;;
ene-20;2020;1;Estonia;EU Country;Waste;Waste;12;37;3;12;37;3;;
ene-20;2020;1;Finland;EU Country;Demand;Demand;7550;-17;-1586;7550;-17;-1586;;
ene-20;2020;1;Finland;EU Country;Production;Production;6485;-12;-844;6485;-12;-844;;
ene-20;2020;1;Finland;EU Country;Net imports;Net imports;1298;-42;-922;1298;-42;-922;;
ene-20;2020;1;Finland;EU Country;Statistical difference;Statistical difference;-233;-44;180;-233;-44;180;;
ene-20;2020;1;Finland;EU Country;Gas;Fossil;500;-31;-220;500;-31;-220;;
ene-20;2020;1;Finland;EU Country;Hard Coal;Fossil;380;-58;-517;380;-58;-517;;
ene-20;2020;1;Finland;EU Country;Other fossil;Fossil;416;-44;-327;416;-44;-327;;
ene-20;2020;1;Finland;EU Country;Bioenergy;Renewables;1039;-28;-402;1039;-28;-402;;
ene-20;2020;1;Finland;EU Country;Hydro;Renewables;1154;22;207;1154;22;207;;
ene-20;2020;1;Finland;EU Country;Other renewables;Renewables;19;-18;-4;19;-18;-4;;
ene-20;2020;1;Finland;EU Country;Wind;Renewables;890;101;447;890;101;447;;
ene-20;2020;1;Finland;EU Country;Nuclear;Nuclear;2082;0;8;2082;0;8;;
ene-20;2020;1;Finland;EU Country;Waste;Waste;6;-86;-37;6;-86;-37;;
ene-20;2020;1;France;EU Country;Demand;Demand;48983;-8;-4327;48983;-8;-4327;;
ene-20;2020;1;France;EU Country;Production;Production;53102;-2;-1207;53102;-2;-1207;;
ene-20;2020;1;France;EU Country;Net imports;Net imports;-4583;320;-3492;-4583;320;-3492;;
ene-20;2020;1;France;EU Country;Statistical difference;Statistical difference;463;404;371;463;404;371;;
ene-20;2020;1;France;EU Country;Gas;Fossil;5123;-6;-340;5123;-6;-340;;
ene-20;2020;1;France;EU Country;Hard Coal;Fossil;171;-62;-284;171;-62;-284;;
ene-20;2020;1;France;EU Country;Other fossil;Fossil;160;-15;-29;160;-15;-29;;
ene-20;2020;1;France;EU Country;Bioenergy;Renewables;244;-6;-16;244;-6;-16;;
ene-20;2020;1;France;EU Country;Hydro;Renewables;5688;27;1193;5688;27;1193;;
ene-20;2020;1;France;EU Country;Solar;Renewables;456;11;45;456;11;45;;
ene-20;2020;1;France;EU Country;Wind;Renewables;3919;38;1083;3919;38;1083;;
ene-20;2020;1;France;EU Country;Nuclear;Nuclear;37179;-7;-2830;37179;-7;-2830;;
ene-20;2020;1;France;EU Country;Waste;Waste;162;-15;-30;162;-15;-30;;
ene-20;2020;1;Germany;EU Country;Demand;Demand;45154;-2;-1079;45154;-2;-1079;;
ene-20;2020;1;Germany;EU Country;Production;Production;51220;-11;-6217;51220;-11;-6217;;
ene-20;2020;1;Germany;EU Country;Net imports;Net imports;-4235;-43;3181;-4235;-43;3181;;
ene-20;2020;1;Germany;EU Country;Statistical difference;Statistical difference;-1831;-52;1957;-1831;-52;1957;;
ene-20;2020;1;Germany;EU Country;Gas;Fossil;9487;3;270;9487;3;270;;
ene-20;2020;1;Germany;EU Country;Hard Coal;Fossil;5107;-37;-3037;5107;-37;-3037;;
ene-20;2020;1;Germany;EU Country;Lignite;Fossil;8131;-21;-2185;8131;-21;-2185;;
ene-20;2020;1;Germany;EU Country;Bioenergy;Renewables;3978;2;59;3978;2;59;;
ene-20;2020;1;Germany;EU Country;Hydro;Renewables;1250;-25;-416;1250;-25;-416;;
ene-20;2020;1;Germany;EU Country;Solar;Renewables;1214;52;414;1214;52;414;;
ene-20;2020;1;Germany;EU Country;Wind;Renewables;16218;9;1318;16218;9;1318;;
ene-20;2020;1;Germany;EU Country;Nuclear;Nuclear;5836;-15;-1004;5836;-15;-1004;;
ene-20;2020;1;Greece;EU Country;Demand;Demand;4849;-5;-236;4849;-5;-236;;
ene-20;2020;1;Greece;EU Country;Production;Production;3841;-18;-821;3841;-18;-821;;
ene-20;2020;1;Greece;EU Country;Net imports;Net imports;915;210;620;915;210;620;;
ene-20;2020;1;Greece;EU Country;Statistical difference;Statistical difference;93;-27;-34;93;-27;-34;;
ene-20;2020;1;Greece;EU Country;Gas;Fossil;1757;-19;-406;1757;-19;-406;;
ene-20;2020;1;Greece;EU Country;Lignite;Fossil;1060;-25;-349;1060;-25;-349;;
ene-20;2020;1;Greece;EU Country;Hydro;Renewables;211;-40;-140;211;-40;-140;;
ene-20;2020;1;Greece;EU Country;Solar;Renewables;222;40;63;222;40;63;;
ene-20;2020;1;Greece;EU Country;Wind;Renewables;590;2;11;590;2;11;;
ene-20;2020;1;Hungary;EU Country;Demand;Demand;4140;1;42;4140;1;42;;
ene-20;2020;1;Hungary;EU Country;Production;Production;2932;-5;-162;2932;-5;-162;;
ene-20;2020;1;Hungary;EU Country;Net imports;Net imports;1186;20;201;1186;20;201;;
ene-20;2020;1;Hungary;EU Country;Statistical difference;Statistical difference;21;14;3;21;14;3;;
ene-20;2020;1;Hungary;EU Country;Gas;Fossil;902;-8;-79;902;-8;-79;;
ene-20;2020;1;Hungary;EU Country;Lignite;Fossil;315;-19;-74;315;-19;-74;;
ene-20;2020;1;Hungary;EU Country;Other fossil;Fossil;64;18;10;64;18;10;;
ene-20;2020;1;Hungary;EU Country;Bioenergy;Renewables;90;9;7;90;9;7;;
ene-20;2020;1;Hungary;EU Country;Hydro;Renewables;20;14;2;20;14;2;;
ene-20;2020;1;Hungary;EU Country;Other renewables;Renewables;10;20;2;10;20;2;;
ene-20;2020;1;Hungary;EU Country;Solar;Renewables;41;40;12;41;40;12;;
ene-20;2020;1;Hungary;EU Country;Wind;Renewables;38;-54;-45;38;-54;-45;;
ene-20;2020;1;Hungary;EU Country;Nuclear;Nuclear;1440;0;1;1440;0;1;;
ene-20;2020;1;Hungary;EU Country;Waste;Waste;12;19;2;12;19;2;;
ene-20;2020;1;Ireland;EU Country;Demand;Demand;2699;2;46;2699;2;46;;
ene-20;2020;1;Ireland;EU Country;Production;Production;2194;7;147;2194;7;147;;
ene-20;2020;1;Ireland;EU Country;Net imports;Net imports;-10;-112;-92;-10;-112;-92;;
ene-20;2020;1;Ireland;EU Country;Statistical difference;Statistical difference;515;-2;-9;515;-2;-9;;
ene-20;2020;1;Ireland;EU Country;Gas;Fossil;585;-29;-238;585;-29;-238;;
ene-20;2020;1;Ireland;EU Country;Hard Coal;Fossil;4;-97;-127;4;-97;-127;;
ene-20;2020;1;Ireland;EU Country;Other fossil;Fossil;392;50;131;392;50;131;;
ene-20;2020;1;Ireland;EU Country;Hydro;Renewables;97;57;35;97;57;35;;
ene-20;2020;1;Ireland;EU Country;Wind;Renewables;1115;45;346;1115;45;346;;
ene-20;2020;1;Italy;EU Country;Demand;Demand;25119;-6;-1476;25119;-6;-1476;;
ene-20;2020;1;Italy;EU Country;Production;Production;23268;-8;-1910;23268;-8;-1910;;
ene-20;2020;1;Italy;EU Country;Net imports;Net imports;3284;16;463;3284;16;463;;
ene-20;2020;1;Italy;EU Country;Statistical difference;Statistical difference;-1433;2;-29;-1433;2;-29;;
ene-20;2020;1;Italy;EU Country;Gas;Fossil;13374;-7;-1020;13374;-7;-1020;;
ene-20;2020;1;Italy;EU Country;Hard Coal;Fossil;1061;-55;-1278;1061;-55;-1278;;
ene-20;2020;1;Italy;EU Country;Other fossil;Fossil;673;28;147;673;28;147;;
ene-20;2020;1;Italy;EU Country;Bioenergy;Renewables;1544;4;61;1544;4;61;;
ene-20;2020;1;Italy;EU Country;Hydro;Renewables;3163;27;666;3163;27;666;;
ene-20;2020;1;Italy;EU Country;Other renewables;Renewables;489;-1;-7;489;-1;-7;;
ene-20;2020;1;Italy;EU Country;Solar;Renewables;1250;18;192;1250;18;192;;
ene-20;2020;1;Italy;EU Country;Wind;Renewables;1686;-28;-669;1686;-28;-669;;
ene-20;2020;1;Italy;EU Country;Waste;Waste;28;-8;-2;28;-8;-2;;
ene-20;2020;1;Latvia;EU Country;Demand;Demand;655;-6;-42;655;-6;-42;;
ene-20;2020;1;Latvia;EU Country;Production;Production;627;5;30;627;5;30;;
ene-20;2020;1;Latvia;EU Country;Net imports;Net imports;30;-71;-76;30;-71;-76;;
ene-20;2020;1;Latvia;EU Country;Statistical difference;Statistical difference;-2;-65;4;-2;-65;4;;
ene-20;2020;1;Latvia;EU Country;Gas;Fossil;112;-70;-266;112;-70;-266;;
ene-20;2020;1;Latvia;EU Country;Other fossil;Fossil;55;-12;-8;55;-12;-8;;
ene-20;2020;1;Latvia;EU Country;Bioenergy;Renewables;54;-16;-10;54;-16;-10;;
ene-20;2020;1;Latvia;EU Country;Hydro;Renewables;386;375;305;386;375;305;;
ene-20;2020;1;Latvia;EU Country;Wind;Renewables;20;85;9;20;85;9;;
ene-20;2020;1;Lithuania;EU Country;Demand;Demand;1105;-6;-69;1105;-6;-69;;
ene-20;2020;1;Lithuania;EU Country;Production;Production;323;19;51;323;19;51;;
ene-20;2020;1;Lithuania;EU Country;Net imports;Net imports;805;-12;-113;805;-12;-113;;
ene-20;2020;1;Lithuania;EU Country;Statistical difference;Statistical difference;-23;43;-7;-23;43;-7;;
ene-20;2020;1;Lithuania;EU Country;Gas;Fossil;36;20;6;36;20;6;;
ene-20;2020;1;Lithuania;EU Country;Other fossil;Fossil;12;-11;-1;12;-11;-1;;
ene-20;2020;1;Lithuania;EU Country;Bioenergy;Renewables;41;-2;-1;41;-2;-1;;
ene-20;2020;1;Lithuania;EU Country;Hydro;Renewables;30;-32;-14;30;-32;-14;;
ene-20;2020;1;Lithuania;EU Country;Solar;Renewables;1;53;0;1;53;0;;
ene-20;2020;1;Lithuania;EU Country;Wind;Renewables;189;48;61;189;48;61;;
ene-20;2020;1;Lithuania;EU Country;Waste;Waste;14;1;0;14;1;0;;
ene-20;2020;1;Luxembourg;EU Country;Demand;Demand;355;10;33;355;10;33;;
ene-20;2020;1;Luxembourg;EU Country;Production;Production;0;;0;0;;0;;
ene-20;2020;1;Luxembourg;EU Country;Net imports;Net imports;355;-6;-22;355;-6;-22;;
ene-20;2020;1;Luxembourg;EU Country;Statistical difference;Statistical difference;0;-100;55;0;-100;55;;
ene-20;2020;1;Netherlands;EU Country;Demand;Demand;10391;-3;-297;10391;-3;-297;;
ene-20;2020;1;Netherlands;EU Country;Production;Production;10848;3;354;10848;3;354;;
ene-20;2020;1;Netherlands;EU Country;Net imports;Net imports;-255;-65;475;-255;-65;475;;
ene-20;2020;1;Netherlands;EU Country;Statistical difference;Statistical difference;-203;-122;-1126;-203;-122;-1126;;
ene-20;2020;1;Netherlands;EU Country;Gas;Fossil;7883;31;1857;7883;31;1857;;
ene-20;2020;1;Netherlands;EU Country;Hard Coal;Fossil;927;-65;-1751;927;-65;-1751;;
ene-20;2020;1;Netherlands;EU Country;Bioenergy;Renewables;7;-2;0;7;-2;0;;
ene-20;2020;1;Netherlands;EU Country;Solar;Renewables;138;33;34;138;33;34;;
ene-20;2020;1;Netherlands;EU Country;Wind;Renewables;1418;15;188;1418;15;188;;
ene-20;2020;1;Netherlands;EU Country;Nuclear;Nuclear;361;0;0;361;0;0;;
ene-20;2020;1;Netherlands;EU Country;Waste;Waste;114;30;26;114;30;26;;
ene-20;2020;1;Poland;EU Country;Demand;Demand;15178;-4;-671;15178;-4;-671;;
ene-20;2020;1;Poland;EU Country;Production;Production;13289;-7;-1058;13289;-7;-1058;;
ene-20;2020;1;Poland;EU Country;Net imports;Net imports;694;243;492;694;243;492;;
ene-20;2020;1;Poland;EU Country;Statistical difference;Statistical difference;1195;-8;-105;1195;-8;-105;;
ene-20;2020;1;Poland;EU Country;Gas;Fossil;992;14;125;992;14;125;;
ene-20;2020;1;Poland;EU Country;Hard Coal;Fossil;6662;-12;-895;6662;-12;-895;;
ene-20;2020;1;Poland;EU Country;Lignite;Fossil;3197;-16;-617;3197;-16;-617;;
ene-20;2020;1;Poland;EU Country;Other fossil;Fossil;213;-2;-5;213;-2;-5;;
ene-20;2020;1;Poland;EU Country;Bioenergy;Renewables;209;12;22;209;12;22;;
ene-20;2020;1;Poland;EU Country;Hydro;Renewables;117;-29;-47;117;-29;-47;;
ene-20;2020;1;Poland;EU Country;Solar;Renewables;24;268;17;24;268;17;;
ene-20;2020;1;Poland;EU Country;Wind;Renewables;1877;22;342;1877;22;342;;
ene-20;2020;1;Portugal;EU Country;Demand;Demand;4856;1;40;4856;1;40;;
ene-20;2020;1;Portugal;EU Country;Production;Production;5159;13;581;5159;13;581;;
ene-20;2020;1;Portugal;EU Country;Net imports;Net imports;-491;-399;-655;-491;-399;-655;;
ene-20;2020;1;Portugal;EU Country;Statistical difference;Statistical difference;188;155;114;188;155;114;;
ene-20;2020;1;Portugal;EU Country;Gas;Fossil;1655;42;490;1655;42;490;;
ene-20;2020;1;Portugal;EU Country;Hard Coal;Fossil;118;-88;-901;118;-88;-901;;
ene-20;2020;1;Portugal;EU Country;Other fossil;Fossil;22;-9;-2;22;-9;-2;;
ene-20;2020;1;Portugal;EU Country;Bioenergy;Renewables;273;19;44;273;19;44;;
ene-20;2020;1;Portugal;EU Country;Hydro;Renewables;1722;159;1057;1722;159;1057;;
ene-20;2020;1;Portugal;EU Country;Solar;Renewables;62;8;4;62;8;4;;
ene-20;2020;1;Portugal;EU Country;Wind;Renewables;1308;-8;-110;1308;-8;-110;;
ene-20;2020;1;Romania;EU Country;Demand;Demand;5559;-4;-210;5559;-4;-210;;
ene-20;2020;1;Romania;EU Country;Production;Production;5353;-2;-131;5353;-2;-131;;
ene-20;2020;1;Romania;EU Country;Net imports;Net imports;213;-28;-82;213;-28;-82;;
ene-20;2020;1;Romania;EU Country;Statistical difference;Statistical difference;-6;-36;4;-6;-36;4;;
ene-20;2020;1;Romania;EU Country;Gas;Fossil;1356;4;54;1356;4;54;;
ene-20;2020;1;Romania;EU Country;Hard Coal;Fossil;112;-11;-14;112;-11;-14;;
ene-20;2020;1;Romania;EU Country;Lignite;Fossil;991;-15;-180;991;-15;-180;;
ene-20;2020;1;Romania;EU Country;Bioenergy;Renewables;48;17;7;48;17;7;;
ene-20;2020;1;Romania;EU Country;Hydro;Renewables;1094;11;108;1094;11;108;;
ene-20;2020;1;Romania;EU Country;Solar;Renewables;62;76;27;62;76;27;;
